id,yield
15801,6960.517351620016
15802,5580.4557670699905
15803,6971.272107920018
15804,4774.544011890017
15805,5101.390799680004
15806,5513.729477159985
15807,7894.676606990004
15808,7560.4339669100245
15809,7372.582769390003
15810,7228.083160959996
15811,6334.096142040007
15812,5753.065985939998
15813,7429.223548660012
15814,4551.110608120001
15815,3141.692879279992
15816,3231.540804329998
15817,7538.012555300019
15818,5500.9029889499825
15819,3819.4634111699997
15820,4552.584903409999
15821,6613.8259667300035
15822,7052.053559049993
15823,7539.767092490035
15824,8191.177508780018
15825,4543.1768817699985
15826,6792.425910020012
15827,5205.11592384001
15828,7537.768910500037
15829,7530.7172628400385
15830,7343.054613649989
15831,5357.992591369979
15832,6541.406893649999
15833,5763.528739849997
15834,4557.250455960003
15835,6156.8852202599965
15836,6830.701572530015
15837,4220.469656809983
15838,5485.116278869986
15839,7726.215826520014
15840,5895.348369060007
15841,6181.57712617001
15842,6380.664506690004
15843,6268.204675649998
15844,5773.042867599995
15845,8265.510646420014
15846,7689.779492349988
15847,6786.317579820014
15848,5726.274361060003
15849,5749.213038079997
15850,5594.905790539999
15851,6386.863888380007
15852,5192.947557380001
15853,4291.315179659986
15854,5746.460489629999
15855,6465.911938539995
15856,6623.888116850001
15857,3503.4996275700046
15858,7740.977008989986
15859,6197.230371580005
15860,4617.337734809992
15861,3833.650606009998
15862,7372.236639590003
15863,7881.030464419988
15864,7991.713158999993
15865,6682.962644310008
15866,5717.741715330003
15867,7854.954233939999
15868,6867.792315660013
15869,6458.688388439992
15870,8205.720216730011
15871,4964.177736409993
15872,4795.554228800007
15873,5352.093808549983
15874,5915.127009909999
15875,5519.135927569986
15876,4349.1060804099925
15877,3925.862245960012
15878,5369.261166219992
15879,6774.298321260014
15880,5105.442820450002
15881,5919.1876604699955
15882,6192.836928420004
15883,6198.96620836001
15884,6912.579050090011
15885,7882.786724839992
15886,5933.87167061
15887,6217.742391570009
15888,6445.159856479994
15889,7087.75589124001
15890,6535.118032779999
15891,6495.748725819999
15892,5016.322515699998
15893,4975.373632119991
15894,8245.074874130025
15895,6664.7413057600115
15896,6441.843973180011
15897,5147.280220450006
15898,8197.671578910018
15899,5747.064795449999
15900,8263.387041050022
15901,3727.4140305099995
15902,5693.312367819985
15903,5015.648862389988
15904,3915.2879871600067
15905,7361.360605270003
15906,7529.380121930039
15907,5623.498669149992
15908,6347.354713060007
15909,3348.046406009998
15910,3955.9344919400028
15911,7313.443147180003
15912,6537.616926609996
15913,3929.63508348001
15914,7683.36965033999
15915,6754.739287510009
15916,5171.797256889999
15917,7765.801776529993
15918,8269.357434080022
15919,6113.310952250006
15920,5031.791199439996
15921,5844.897371030001
15922,4221.615320199981
15923,5772.639502489995
15924,6152.893345270011
15925,5941.207414009998
15926,7419.434925060009
15927,4611.840327609992
15928,6069.932818970004
15929,3836.385535149998
15930,4274.128096849989
15931,6192.618419920015
15932,7349.4761696500045
15933,5804.341427220002
15934,6994.490628010016
15935,4199.581016159998
15936,5740.546655710001
15937,5674.25671945
15938,4752.5801220000185
15939,5291.767947369997
15940,7092.142716830008
15941,6108.321320660009
15942,7352.982860490004
15943,4063.062482299976
15944,6685.064854550008
15945,5425.437327420004
15946,6952.611798430018
15947,6755.268575650012
15948,6253.956117550005
15949,5328.7742315499845
15950,2684.0747502199893
15951,4500.97504952
15952,4946.824032579994
15953,7366.178119530001
15954,6617.268577350004
15955,4765.0157545100055
15956,5583.834497749989
15957,8361.144277240006
15958,6725.91792205001
15959,7568.996613070031
15960,4791.987508280005
15961,5605.064977479992
15962,6710.443486580008
15963,7302.560469549988
15964,7912.580787739999
15965,6212.351072690005
15966,6608.795712700008
15967,8407.057500469948
15968,5554.5011418899885
15969,4537.186334569995
15970,6637.946183760006
15971,7709.888586550013
15972,5658.108015999991
15973,7544.113080590034
15974,6346.110305879975
15975,4854.571692830011
15976,8195.573101570017
15977,6766.741517460007
15978,3902.787093740007
15979,4294.260808109978
15980,3062.3826946599806
15981,5638.033560499986
15982,6348.708974310005
15983,5603.174247139995
15984,5581.622418969996
15985,6962.781608100017
15986,6451.608439319998
15987,4124.579895179985
15988,5587.03841297999
15989,4794.257693090015
15990,7692.121321440001
15991,6889.827380280015
15992,5571.617689319988
15993,3779.064244920002
15994,3288.8779750599974
15995,6404.426327350003
15996,6539.848191299992
15997,5545.176427649982
15998,6122.954023740011
15999,2464.7136643999984
16000,7293.504426229999
16001,6918.537563500016
16002,5840.78791864
16003,5146.419292169988
16004,6942.7191091500135
16005,4307.285888369984
16006,7388.078935110005
16007,5552.495166969992
16008,4955.862697699992
16009,7410.240800180004
16010,6471.113291790005
16011,4739.3409487400195
16012,6174.887446230009
16013,6264.251405190005
16014,8267.591524740012
16015,4295.102525399981
16016,6130.092027510006
16017,6116.948484760005
16018,6171.14493643001
16019,6628.54413736
16020,6735.41951085001
16021,5590.266373369991
16022,4313.625737679983
16023,7487.398604710025
16024,6705.006161000005
16025,5537.465246159984
16026,4951.708958789992
16027,4304.961026509983
16028,6702.029808130017
16029,8274.889000449994
16030,6306.679770540009
16031,5485.223669969984
16032,4955.695505319994
16033,4314.688031659982
16034,5545.832209499994
16035,7417.865801720005
16036,6141.017897740011
16037,6576.32340172001
16038,4950.053157049993
16039,3365.0031311699995
16040,5838.390503510006
16041,5628.978372549982
16042,5330.279241889975
16043,7270.758599439992
16044,5679.258101619987
16045,3879.313136130005
16046,5373.769499759988
16047,8197.337572130018
16048,8100.65536406
16049,5403.599432460006
16050,6218.378661250008
16051,7040.437908610002
16052,6444.484372970005
16053,4063.8376002599766
16054,7344.076698680005
16055,4570.221214899992
16056,4109.836486159986
16057,6743.397234650006
16058,7293.624654870001
16059,3973.372127289997
16060,5625.885722569989
16061,7802.983726429991
16062,5274.953669940005
16063,8235.912091110014
16064,6535.477015409995
16065,6517.677372139995
16066,6534.418045850005
16067,6216.023197110005
16068,6199.206371490008
16069,8181.961005210014
16070,7528.066507860043
16071,6317.325100540004
16072,7008.38539004001
16073,4575.761834249999
16074,4163.856346239993
16075,6612.555829739999
16076,4790.746577180005
16077,5758.5642488
16078,6684.619671030008
16079,3981.9582572199993
16080,6916.851786510016
16081,5930.959454039992
16082,3400.648570039999
16083,5350.032764899978
16084,6486.587971720003
16085,4318.743742749986
16086,6812.847544990013
16087,5361.873373109981
16088,5640.90043155
16089,6916.622178600017
16090,3669.792473609992
16091,5785.9399365499985
16092,6121.8196648600115
16093,8233.816966580023
16094,4958.879002189997
16095,5779.868175579993
16096,4941.326108820005
16097,6318.119136270004
16098,6915.1875964200135
16099,7757.659337739995
16100,6572.966393790007
16101,8239.516172740017
16102,5742.5273931400025
16103,5337.7462264499745
16104,6202.815588410009
16105,6332.305188370011
16106,6545.591894419993
16107,6499.1386347299895
16108,8293.743449010006
16109,8200.753963230014
16110,6600.256120620006
16111,7342.261672369991
16112,6456.924247889997
16113,6787.169438090013
16114,4744.803186710018
16115,6188.744622450011
16116,8259.970715110025
16117,6508.457572329996
16118,7633.995885180022
16119,3224.31650211999
16120,6193.56143293001
16121,6634.078435050008
16122,6860.734871100014
16123,5653.438818719998
16124,5595.385610239996
16125,5788.569483639994
16126,7335.435602970002
16127,8248.680239200023
16128,8515.79887486997
16129,7392.1179332300035
16130,6267.795163009999
16131,3696.928804710011
16132,7053.601009660007
16133,6620.075549100006
16134,3696.899190950012
16135,7335.015953149998
16136,6780.085051200011
16137,7348.794324509998
16138,7849.876417899985
16139,4360.65149043
16140,4953.885148279993
16141,6311.126574850014
16142,5486.925629370003
16143,6557.010917569994
16144,7234.842585810015
16145,6212.690322380003
16146,7414.978053020021
16147,7067.510748550008
16148,6531.727974069994
16149,7463.179280480019
16150,6933.563240720016
16151,4688.996694260002
16152,5087.019996970001
16153,6456.520940369995
16154,7348.574559020001
16155,6348.170883639975
16156,3430.209376700002
16157,5779.25089499
16158,5170.434140840005
16159,7915.23967853999
16160,6718.669196020004
16161,7541.215570160032
16162,4744.601077630004
16163,4296.15189900998
16164,5319.409162329984
16165,6549.460445539997
16166,6652.555555960001
16167,2626.9590435099876
16168,6295.112799340006
16169,5791.108174279992
16170,4831.426019310006
16171,5624.890385539989
16172,8179.33240816001
16173,6257.9223988299955
16174,4814.661536310009
16175,4567.024319529996
16176,5339.634864639975
16177,6025.806653379995
16178,7817.181631329992
16179,6892.980809920013
16180,8244.990650370028
16181,6455.645742080001
16182,6985.9468890200105
16183,6058.345633300007
16184,6218.7249385600035
16185,4339.745388739986
16186,5600.234558249992
16187,5560.42349115
16188,6859.987503950018
16189,8381.171987169968
16190,5550.3919956899945
16191,3493.350499590004
16192,7816.952750480015
16193,6830.9116850800065
16194,5138.681486269992
16195,5616.247503919992
16196,7305.682060730002
16197,7375.470765349999
16198,4882.3202852200075
16199,8330.78216985001
16200,5520.750736659999
16201,7548.384157999988
16202,5493.916029640002
16203,4286.408189639985
16204,6551.424139609996
16205,4302.074497989983
16206,5540.924876509995
16207,7541.228947430034
16208,4796.428926710009
16209,5638.4740080399915
16210,4325.295864509984
16211,6627.043357480003
16212,8268.018469240013
16213,6851.596082650015
16214,3921.655174110014
16215,5338.844209219977
16216,6783.084816990012
16217,6641.410736330008
16218,4998.192587569998
16219,2642.0482113299963
16220,4295.270226779984
16221,6942.96494310001
16222,3372.5915992800005
16223,8225.874594090008
16224,7534.454673080042
16225,3517.44095216
16226,7463.300654899992
16227,5475.566990750003
16228,4566.77649306
16229,2545.873250079989
16230,5657.889643239985
16231,7424.813235900009
16232,4964.402240889998
16233,4146.630541229988
16234,4568.415075929993
16235,6477.3843262599985
16236,4053.748128379978
16237,6466.288095109998
16238,3872.4821900100087
16239,5720.195486089966
16240,6424.425956640008
16241,6213.175855840003
16242,4845.311885740009
16243,3995.3819152700016
16244,7573.6201009400265
16245,4965.777059159992
16246,4597.644756109999
16247,7800.36966532
16248,7336.215078169992
16249,6339.4755413800085
16250,7796.096227139996
16251,6227.751291280002
16252,5815.764378869997
16253,7877.561234660001
16254,7460.184075870023
16255,6976.545018370013
16256,3822.4907811100024
16257,7342.652491720001
16258,5527.548038299982
16259,5752.581266090001
16260,2669.9159101399873
